frame,seconds,dt,member,cellX,cellY,gridX,gridY,rootX,rootY,footMidX,footMidY,footMidErrorPx,leftGroundX,leftGroundY,rightGroundX,rightGroundY,leftActualX,leftActualY,rightActualX,rightActualY,leftWorldX,leftWorldY,leftWorldZ,rightWorldX,rightWorldY,rightWorldZ,rootWorldX,rootWorldZ,yaw,phase,footLead,leftContact,rightContact,gaitDistance,displacement,pathErrorPx,lowestMeshY,direction,destinationX,destinationY,pathCount,hostCount
3,0.450803,0.119053,player,2,2,2.259104,2.000000,650.953700,572.835000,648.869600,574.116100,2.446331,651.990700,572.197700,645.748500,576.034600,651.990700,561.116100,645.748500,560.533400,0.216499,0.282963,-5.418344,0.103793,0.395816,-5.516318,0.197775,-5.434618,54.739470,0.323880,0.148588,1,0,0.257500,0.030000,0.000061,0.143359,5,8,4,9,4
4,0.566320,0.116736,father,1,9,1.339602,9.000001,316.155000,444.307500,316.126100,444.288700,0.034434,314.577100,444.227100,317.675100,444.350300,314.577100,435.261500,317.675100,433.588000,-5.875691,0.228933,-2.150691,-5.819755,0.274811,-2.153838,-5.847202,-2.152743,54.732670,0.424503,-0.043854,1,0,0.337500,0.030000,0.000314,0.131835,5,4,5,8,4
4,0.566320,0.116736,mother,9,6,8.660397,6.000000,752.468900,352.976600,752.497800,352.995400,0.034434,754.046800,353.056900,750.948800,352.933700,754.046800,344.091300,750.948800,342.171300,2.059178,0.228933,0.177286,2.003242,0.274812,0.180431,2.030689,0.179337,234.731500,0.424503,-0.043853,1,0,0.337500,0.030000,0.000061,0.131834,1,8,11,7,4
4,0.566320,0.116736,older_sister,10,4,9.660398,4.000000,879.294600,374.114100,879.309400,374.053100,0.062782,881.019000,373.443100,877.599900,374.663100,881.019000,362.176700,877.599900,361.360700,4.351731,0.287681,-0.343262,4.289997,0.339668,-0.374416,4.320597,-0.360397,234.732100,0.424503,-0.068391,1,0,0.337500,0.030000,0.000031,0.143359,1,4,9,12,4
4,0.566320,0.116736,player,2,2,2.339603,2.000000,654.356800,571.133400,654.342000,571.194400,0.062738,652.632400,571.804400,656.051600,570.584500,652.632400,560.538000,656.051600,557.282100,0.228084,0.287681,-5.408301,0.289820,0.339668,-5.377151,0.259219,-5.391169,54.735020,0.424503,-0.068392,1,0,0.337500,0.030000,0.000086,0.143359,5,8,4,9,4
5,0.685301,0.115898,father,1,9,1.420101,9.000001,319.558000,442.606200,321.602000,441.660900,2.251989,315.762000,443.606900,327.442000,439.714900,315.762000,434.631000,327.442000,430.323200,-5.854297,0.229193,-2.134853,-5.643408,0.239811,-2.035474,-5.785758,-2.109302,54.739490,0.525126,-0.229569,1,0,0.417500,0.030000,0.000136,0.131835,5,4,5,8,4
5,0.685301,0.115898,mother,9,6,8.579899,6.000000,749.065800,354.677900,747.021800,355.623200,2.252016,752.861800,353.677300,741.181800,357.569200,752.861800,344.701400,741.181800,348.177500,2.037783,0.229193,0.161446,1.826894,0.239811,0.062069,1.969243,0.135895,234.740100,0.525126,-0.229569,1,0,0.417500,0.030000,0.000164,0.131834,1,8,11,7,4
5,0.685301,0.115898,older_sister,10,4,9.579899,4.000000,875.891500,375.815600,873.271200,376.901400,2.836389,880.635100,373.663200,865.907200,380.139600,880.635100,362.264100,865.907200,368.646400,4.344801,0.291069,-0.348883,4.078880,0.293472,-0.514255,4.259152,-0.403842,234.737200,0.525126,-0.312603,1,0,0.417500,0.030000,0.000136,0.143359,1,4,9,12,4
5,0.685301,0.115898,player,2,2,2.420101,2.000000,657.759900,569.431800,660.380100,568.345900,2.836356,653.016300,571.584400,667.743900,565.107400,653.016300,560.185200,667.743900,553.614300,0.235017,0.291069,-5.402682,0.500931,0.293472,-5.237298,0.320664,-5.347720,54.734720,0.525126,-0.312602,1,0,0.417500,0.030000,0.000136,0.143359,5,8,4,9,4
6,0.808891,0.119794,father,2,9,1.500599,9.000001,322.961100,440.904700,323.478100,440.561300,0.620678,316.385000,443.249600,330.571300,437.873000,316.385000,433.811400,330.571300,428.956500,-5.843048,0.240999,-2.125730,-5.586908,0.227679,-1.988442,-5.724313,-2.065856,54.737110,0.625749,-0.288402,0,0,0.497500,0.030000,0.000043,0.123853,5,4,5,8,4
6,0.808891,0.119794,mother,8,6,8.499400,6.000000,745.662700,356.379400,745.145800,356.722800,0.620653,752.238800,354.034500,738.052600,359.411100,752.238800,344.596300,738.052600,350.494500,2.026533,0.240999,0.152323,1.770394,0.227679,0.015036,1.907799,0.092450,234.737100,0.625749,-0.288401,0,0,0.497500,0.030000,0.000246,0.123853,1,8,11,7,4
6,0.808891,0.119794,older_sister,9,4,9.499401,4.000000,872.488500,377.517300,871.853900,377.870700,0.726363,880.878200,373.650700,862.829500,382.090800,880.878200,361.640600,862.829500,371.186700,4.349191,0.306670,-0.348563,4.023310,0.278429,-0.564077,4.197709,-0.447296,234.731500,0.625749,-0.390506,0,0,0.497500,0.030000,0.000110,0.128808,1,4,9,12,4
6,0.808891,0.119794,player,3,2,2.500599,2.000000,661.163000,567.730400,661.797600,567.377000,0.726402,652.772700,571.596400,670.822600,563.157600,652.772700,559.586400,670.822600,552.253500,0.230617,0.306670,-5.402992,0.556519,0.278429,-5.187510,0.382109,-5.304274,54.737090,0.625749,-0.390506,0,0,0.497500,0.030000,0.000000,0.128809,5,8,4,9,4
7,0.972741,0.166054,father,2,9,1.581098,9.000001,326.364200,439.203000,324.495900,439.912100,1.998381,318.130300,442.131500,330.861500,437.692800,318.130300,431.470200,330.861500,428.812100,-5.811535,0.272230,-2.097181,-5.581668,0.226762,-1.983841,-5.662868,-2.022403,54.732010,0.726371,-0.253120,0,1,0.577500,0.030000,0.000232,0.123853,5,4,5,8,4
7,0.972741,0.166054,mother,8,6,8.418901,6.000000,742.259600,358.081100,744.127900,357.371900,1.998341,750.493500,355.152600,737.762400,359.591300,750.493500,344.491200,737.762400,350.710600,1.995021,0.272230,0.123775,1.765154,0.226763,0.010435,1.846354,0.048996,234.732100,0.726371,-0.253120,0,1,0.577500,0.030000,0.000110,0.123853,1,8,11,7,4
7,0.972741,0.166054,older_sister,9,4,9.418902,4.000000,869.085300,379.218600,871.508800,378.388300,2.561748,879.368400,374.899900,863.649200,381.876800,879.368400,361.534100,863.649200,371.034000,4.321930,0.341288,-0.380460,4.038111,0.276863,-0.558611,4.136262,-0.490737,234.740100,0.726371,-0.334594,0,1,0.577500,0.030000,0.000136,0.128808,1,4,9,12,4
7,0.972741,0.166054,player,3,2,2.581098,2.000000,664.566000,566.028600,662.142600,566.859200,2.561779,654.283800,570.348400,670.001600,563.369900,654.283800,556.982600,670.001600,552.527200,0.257901,0.341287,-5.371123,0.541695,0.276862,-5.192933,0.443554,-5.260821,54.732360,0.726371,-0.334594,0,1,0.577500,0.030000,0.000273,0.128809,5,8,4,9,4
8,1.091481,0.119552,father,2,9,1.661596,9.000001,329.767300,437.501500,328.213600,438.174700,1.693308,324.915500,438.933200,331.511700,437.416100,324.915500,426.896900,331.511700,428.371300,-5.689025,0.307342,-2.015515,-5.569928,0.230954,-1.976777,-5.601424,-1.978957,54.737110,0.826994,-0.119609,0,1,0.657500,0.030000,0.000136,0.123853,5,4,5,8,4
8,1.091481,0.119552,mother,8,6,8.338403,6.000000,738.856500,359.782600,740.410200,359.109400,1.693224,743.708300,358.350900,737.112100,359.867900,743.708300,346.314500,737.112100,350.823100,1.872510,0.307342,0.042109,1.753413,0.230955,0.003371,1.784909,0.005551,234.737100,0.826994,-0.119609,0,1,0.657500,0.030000,0.000136,0.123853,1,8,11,7,4
8,1.091481,0.119552,older_sister,9,4,9.338404,4.000000,865.682300,380.920000,867.570900,380.245500,2.005531,871.229300,378.746900,863.912700,381.744000,871.229300,363.586900,863.912700,370.689100,4.174974,0.387100,-0.478691,4.042867,0.282282,-0.555222,4.074818,-0.534183,234.737200,0.826994,-0.152050,0,1,0.657500,0.030000,0.000246,0.128808,1,4,9,12,4
8,1.091481,0.119552,player,3,2,2.661596,2.000000,667.969100,564.327300,666.080300,565.001900,2.005636,662.421900,566.500400,669.738700,563.503400,662.421900,551.340500,669.738700,552.448400,0.404839,0.387100,-5.272866,0.536949,0.282282,-5.196341,0.504998,-5.217379,54.739460,0.826994,-0.152050,0,1,0.657500,0.030000,0.000061,0.128809,5,8,4,9,4
9,1.212124,0.122335,father,2,9,1.742095,9.000001,333.170400,435.799800,334.040600,435.329700,0.989039,335.605500,433.700600,332.475700,436.958800,335.605500,423.578400,332.475700,427.730200,-5.496012,0.258464,-1.881902,-5.552521,0.235645,-1.965098,-5.539979,-1.935504,54.732590,0.927617,0.094174,0,1,0.737500,0.030000,0.000314,0.123853,5,4,5,8,4
9,1.212124,0.122335,mother,8,6,8.257905,6.000000,735.453400,361.484300,734.583200,361.954400,0.989121,733.018200,363.583500,736.148100,360.325300,733.018200,353.461300,736.148100,351.096800,1.679497,0.258464,-0.091503,1.736006,0.235645,-0.008308,1.723464,-0.037901,234.733000,0.927617,0.094174,0,1,0.737500,0.030000,0.000031,0.123853,1,8,11,7,4
9,1.212124,0.122335,older_sister,9,4,9.257905,4.000000,862.279100,382.621800,861.172500,383.300100,1.297890,858.544400,384.827900,863.800600,381.772300,858.544400,371.973800,863.800600,370.400700,3.945941,0.328224,-0.633968,4.040845,0.290366,-0.555943,4.013373,-0.577636,234.732100,0.927617,0.122537,0,1,0.737500,0.030000,0.000031,0.128808,1,4,9,12,4
9,1.212124,0.122335,player,3,2,2.742095,2.000000,671.372200,562.625700,672.478900,561.947500,1.297978,675.107100,560.419700,669.850600,563.475300,675.107100,547.565600,669.850600,552.103800,0.633877,0.328223,-5.117600,0.538970,0.290366,-5.195622,0.566443,-5.173930,54.734720,0.927617,0.122538,0,1,0.737500,0.030000,0.000086,0.128809,5,8,4,9,4
10,1.330575,0.119673,father,2,9,1.822593,9.000001,336.573500,434.098300,338.963500,432.818200,2.711224,344.271700,429.238300,333.655200,436.398200,344.271700,419.842200,333.655200,426.949500,-5.339538,0.239924,-1.767959,-5.531226,0.241267,-1.950783,-5.478534,-1.892059,54.737190,0.028240,0.262065,0,1,0.817500,0.030000,0.000205,0.123853,5,4,5,8,4
10,1.330575,0.119673,mother,8,6,8.177406,6.000000,732.050300,363.185800,729.660300,364.465900,2.711182,724.352100,368.045800,734.968600,360.885900,724.352100,358.649700,734.968600,351.437200,1.523024,0.239923,-0.205447,1.714711,0.241266,-0.022622,1.662020,-0.081347,234.737100,0.028240,0.262065,0,1,0.817500,0.030000,0.000061,0.123853,1,8,11,7,4
10,1.330575,0.119673,older_sister,9,4,9.177406,4.000000,858.876000,384.323300,855.870900,386.018900,3.450494,848.314100,390.132300,863.427700,381.905500,848.314100,378.600100,863.427700,370.175800,3.761227,0.294468,-0.769412,4.034110,0.299509,-0.559344,3.951928,-0.621082,234.737100,0.028240,0.344090,0,1,0.817500,0.030000,0.000136,0.128808,1,4,9,12,4
10,1.330575,0.119673,player,3,2,2.822593,2.000000,674.775300,560.924100,677.780400,559.228500,3.450471,685.336900,555.114900,670.223900,563.342100,685.336900,543.582700,670.223900,551.612500,0.818584,0.294467,-4.982143,0.545708,0.299509,-5.192222,0.627888,-5.130481,54.735020,0.028240,0.344090,0,1,0.817500,0.030000,0.000136,0.128809,5,8,4,9,4
11,1.426944,0.097608,father,2,9,1.903092,9.000001,339.976600,432.397000,340.513100,432.312200,0.543161,345.986800,428.748300,335.039400,435.876200,345.986800,419.957000,335.039400,425.831300,-5.308572,0.224480,-1.755448,-5.506234,0.256490,-1.937455,-5.417089,-1.848616,54.739110,0.128863,0.266470,0,0,0.897500,0.030000,0.000000,0.123853,5,4,5,8,4
11,1.426944,0.097608,mother,8,6,8.096908,6.000000,728.647200,364.887100,728.110700,364.971900,0.543166,722.637100,368.535800,733.584500,361.407900,722.637100,359.744500,733.584500,351.363000,1.492058,0.224481,-0.217959,1.689718,0.256491,-0.035951,1.600575,-0.124790,234.738700,0.128863,0.266470,0,0,0.897500,0.030000,0.000273,0.123853,1,8,11,7,4
11,1.426944,0.097608,older_sister,9,4,9.096909,4.000000,855.473000,386.025000,854.854500,386.140400,0.629135,847.127400,390.236200,862.581500,382.044500,847.127400,379.337700,862.581500,369.634900,3.739801,0.278286,-0.772065,4.018833,0.316871,-0.562895,3.890484,-0.664534,234.733000,0.128863,0.348594,0,0,0.897500,0.030000,0.000031,0.128808,1,4,9,12,4
11,1.426944,0.097608,player,3,2,2.903092,2.000000,678.178400,559.222700,678.796900,559.107300,0.629135,686.524300,555.011800,671.069500,563.202800,686.524300,544.113300,671.069500,550.793200,0.840021,0.278286,-4.979513,0.560977,0.316872,-5.188665,0.689332,-5.087034,54.736500,0.128863,0.348593,0,0,0.897500,0.030000,0.000086,0.128809,5,8,4,9,4
12,1.522363,0.096420,father,2,9,1.983590,9.000001,343.379700,430.695300,341.759300,431.745000,1.930707,346.142700,428.573400,337.375800,434.916600,346.142700,419.724000,337.375800,423.578100,-5.305756,0.225962,-1.750981,-5.464047,0.289523,-1.912954,-5.355645,-1.805163,54.732520,0.229486,0.222761,1,0,0.977500,0.030000,0.000205,0.126119,5,4,5,8,4
12,1.522363,0.096420,mother,8,6,8.016410,6.000000,725.244100,366.588800,726.864600,365.539100,1.930750,722.481100,368.710700,731.248000,362.367400,722.481100,359.861400,731.248000,351.028900,1.489241,0.225962,-0.222424,1.647534,0.289522,-0.060453,1.539130,-0.168242,234.732900,0.229486,0.222762,1,0,0.977500,0.030000,0.000061,0.126118,1,8,11,7,4
12,1.522363,0.096420,older_sister,9,4,9.016410,4.000000,852.069800,387.726300,854.166100,386.318200,2.525350,848.063600,389.831100,860.268700,382.805300,848.063600,378.834700,860.268700,369.046300,3.756703,0.280788,-0.761721,3.977074,0.351327,-0.582320,3.829039,-0.707976,234.739600,0.229486,0.283508,1,0,0.977500,0.030000,0.000193,0.130801,1,4,9,12,4
12,1.522363,0.096420,player,3,2,2.983590,2.000000,681.581500,557.520900,679.485500,558.929200,2.525165,685.587500,555.415800,673.383500,562.442600,685.587500,544.419300,673.383500,548.683600,0.823107,0.280788,-4.989828,0.602757,0.351328,-5.169254,0.750777,-5.043581,54.732640,0.229486,0.283507,1,0,0.977500,0.030000,0.000273,0.130802,5,8,4,9,4
13,1.664136,0.138063,father,2,9,2.064089,9.000001,346.782800,428.993800,345.125400,429.913100,1.895280,347.122200,428.012100,343.128500,431.814100,347.122200,419.101300,343.128500,419.088100,-5.288071,0.227530,-1.736650,-5.360179,0.324950,-1.833732,-5.294200,-1.761718,54.737190,0.330109,0.114926,1,0,1.057500,0.030000,0.000110,0.126119,5,4,5,8,4
13,1.664136,0.138063,mother,8,6,8.000000,6.021735,723.631600,366.476000,726.024900,366.461800,2.393353,721.007400,366.917800,731.042400,366.005900,721.007400,358.054700,731.042400,353.775400,1.462633,0.226316,-0.176644,1.643821,0.312297,-0.153357,1.510015,-0.165362,275.648900,0.277166,0.178016,1,0,1.015408,0.021600,0.000273,0.126118,2,8,11,7,4
13,1.664136,0.138063,older_sister,9,4,8.935911,4.000000,848.666700,389.427800,850.708000,388.189900,2.387247,847.814600,389.981000,853.601400,386.398900,847.814600,378.885700,853.601400,370.874300,3.752209,0.283311,-0.765548,3.856691,0.396412,-0.674082,3.767594,-0.751423,234.736200,0.330109,0.138117,1,0,1.057500,0.030000,0.000273,0.130801,1,4,9,12,4
13,1.664136,0.138063,player,3,2,3.064089,2.000000,684.984600,555.819500,682.943400,557.057300,2.387263,685.836700,555.266300,680.050000,558.848300,685.836700,544.171100,680.050000,543.323700,0.827607,0.283310,-4.986011,0.723124,0.396412,-5.077476,0.812222,-5.000136,54.737090,0.330109,0.138117,1,0,1.057500,0.030000,0.000136,0.130802,5,8,4,9,4
14,1.755518,0.099097,father,2,9,2.144587,9.000001,350.185900,427.292100,350.320400,427.191700,0.167817,348.483100,427.271100,352.157600,427.112300,348.483100,418.304900,352.157600,416.533200,-5.263499,0.228946,-1.717729,-5.197155,0.270131,-1.713675,-5.232755,-1.718265,54.732730,0.430732,-0.056509,1,0,1.137500,0.030000,0.000246,0.126119,5,4,5,8,4
14,1.755518,0.099097,mother,8,6,8.000000,6.100623,720.296600,364.808700,721.406100,365.363900,1.240674,719.775400,365.395200,723.036900,365.332600,719.775400,356.438100,723.036900,353.141800,1.440389,0.228712,-0.137764,1.499277,0.311284,-0.136166,1.449800,-0.122787,305.262400,0.375776,0.047160,1,0,1.093808,0.030000,0.000136,0.126118,3,8,11,7,4
14,1.755518,0.099097,older_sister,9,4,8.855413,4.000000,845.263700,391.129500,845.068100,391.172100,0.200197,847.158000,390.377000,842.978200,391.967100,847.158000,379.100300,842.978200,378.884600,3.740352,0.287944,-0.775661,3.664884,0.334056,-0.816263,3.706150,-0.794875,234.733000,0.430732,-0.085061,1,0,1.137500,0.030000,0.000086,0.130801,1,4,9,12,4
14,1.755518,0.099097,player,3,2,3.144587,2.000000,688.387700,554.117700,688.583300,554.075100,0.200143,686.493400,554.870200,690.673200,553.280000,686.493400,543.593600,690.673200,540.197400,0.839464,0.287944,-4.975897,0.914931,0.334056,-4.935293,0.873666,-4.956682,54.732060,0.430732,-0.085061,1,0,1.137500,0.030000,0.000329,0.130802,5,8,4,9,4
15,1.845733,0.091090,father,2,9,2.225086,9.000001,353.588900,425.590600,355.692200,424.622600,2.315355,349.640000,426.667000,361.744400,422.578200,349.640000,417.684200,361.744400,413.206800,-5.242610,0.229371,-1.702304,-5.024060,0.239293,-1.597897,-5.171310,-1.674819,54.736540,0.531355,-0.238725,1,0,1.217500,0.030000,0.000205,0.126119,5,4,5,8,4
15,1.845733,0.091090,mother,8,6,8.000000,6.181121,716.893400,363.107400,715.660500,362.493800,1.377141,718.382600,364.743000,712.938500,360.244600,718.382600,355.770200,712.938500,350.583000,1.415241,0.229116,-0.121111,1.316946,0.246705,-0.006248,1.388354,-0.079344,305.260700,0.476399,-0.146572,1,0,1.173808,0.030000,0.000136,0.126118,3,8,11,7,4
15,1.845733,0.091090,older_sister,9,4,8.774915,3.999999,841.860700,392.831000,839.165700,393.942500,2.915166,846.810200,390.576300,831.521100,397.308600,846.810200,379.162800,831.521100,385.857600,3.734071,0.291439,-0.780750,3.458021,0.292396,-0.952655,3.644706,-0.838320,234.736500,0.531355,-0.324644,0,0,1.217500,0.030000,0.000136,0.130801,1,4,9,12,4
15,1.845733,0.091090,player,3,2,3.225085,2.000000,691.790800,552.416400,694.485800,551.305000,2.915256,686.841100,554.670900,702.130600,547.939100,686.841100,543.257300,702.130600,536.488000,0.845743,0.291439,-4.970807,1.121803,0.292396,-4.798916,0.935111,-4.913241,54.739750,0.531355,-0.324644,0,0,1.217500,0.030000,0.000136,0.130802,5,8,4,9,4
16,1.933746,0.088414,father,2,9,2.305584,9.000001,356.992000,423.889300,357.345600,423.615700,0.447036,350.244300,426.307000,364.446700,420.924300,350.244300,416.810600,364.446700,412.022500,-5.231699,0.242486,-1.693112,-4.975267,0.227305,-1.555669,-5.109866,-1.631377,54.739350,0.631978,-0.288731,0,0,1.297500,0.030000,0.000031,0.126119,5,4,5,8,4
16,1.933746,0.088414,mother,8,6,8.000000,6.261620,713.490400,361.405600,711.725700,360.461000,2.001568,717.473100,364.293700,705.978300,356.628300,717.473100,355.177300,705.978300,347.474200,1.398820,0.232782,-0.109639,1.191274,0.233744,0.086094,1.326909,-0.035892,305.267000,0.577022,-0.282469,0,0,1.253808,0.030000,0.000110,0.126118,3,8,11,7,4
16,1.933746,0.088414,older_sister,9,4,8.694417,3.999999,838.457600,394.532700,838.033200,394.807000,0.505271,847.063700,390.583000,829.002700,399.030900,847.063700,378.505600,829.002700,388.142700,3.738651,0.308391,-0.780921,3.412550,0.278024,-0.996633,3.583261,-0.881774,234.732100,0.631978,-0.390801,0,0,1.297500,0.030000,0.000110,0.130801,1,4,9,12,4
16,1.933746,0.088414,player,3,2,3.305584,2.000000,695.193800,550.715000,695.618200,550.440700,0.505271,686.587200,554.664100,704.649200,546.217300,686.587200,542.586700,704.649200,535.329100,0.841158,0.308391,-4.970634,1.167278,0.278024,-4.754951,0.996556,-4.869795,54.737110,0.631978,-0.390801,0,0,1.297500,0.030000,0.000061,0.130802,5,8,4,9,4
17,2.026076,0.092455,father,2,9,2.386083,9.000001,360.395100,422.187600,358.455400,422.927800,2.076133,352.211200,425.078800,364.699700,420.776700,352.211200,414.292500,364.699700,411.890200,-5.196187,0.275421,-1.661750,-4.970699,0.226912,-1.551898,-5.048421,-1.587924,54.732590,0.732601,-0.247531,0,1,1.377500,0.030000,0.000136,0.126119,5,4,5,8,4
17,2.026076,0.092455,mother,8,6,8.000000,6.342118,710.087200,359.704100,710.704200,360.196800,0.789591,716.503900,363.993500,704.904500,356.400100,716.503900,353.983900,704.904500,347.564800,1.381321,0.255588,-0.101973,1.171886,0.225606,0.091920,1.265463,0.007553,305.262300,0.677645,-0.282946,0,1,1.333808,0.030000,0.000000,0.126118,3,8,11,7,4
17,2.026076,0.092455,older_sister,9,4,8.613918,3.999999,835.054400,396.234000,837.562700,395.376200,2.650949,845.247800,391.986800,829.877600,398.765500,845.247800,378.468500,829.877600,387.921300,3.705863,0.345182,-0.816765,3.428344,0.276902,-0.989856,3.521817,-0.925216,234.739600,0.732601,-0.326529,0,1,1.377500,0.030000,0.000136,0.130801,1,4,9,12,4
17,2.026076,0.092455,player,3,2,3.386082,2.000000,698.596900,549.013200,696.088900,549.871300,2.650767,688.404400,553.261400,703.773400,546.481200,688.404400,539.743000,703.773400,535.636900,0.873968,0.345183,-4.934815,1.151464,0.276902,-4.761689,1.058001,-4.826342,54.732340,0.732601,-0.326529,0,1,1.377500,0.030000,0.000220,0.130802,5,8,4,9,4
